#Timestamp	Benchmark	CPU(4) Frequency(MHz)	CPU(4) Temperature(C)	A15 Voltage(V)	A15 Current(A)	A15 Power(W)	CPU_CYCLES	INST_RETIRED	EXCEPTION_TAKEN	EXCEPTION_RETURN	CID_WRITE_RETIRED	BRANCH_MISPRED	BRANCH_PRED
1481345345882779716	security_rijndael_e	1500	59	1.000000	0.807000	0.873000	592073518	396806571	9622	11091	0	2521891	32157122
1481345346393092706	security_rijndael_e	1500	59	1.000000	0.809000	0.876000	594256850	398721429	9662	11133	0	2528358	32299356
1481345346903460321	security_rijndael_e	1500	59	1.000000	0.808000	0.875000	594119018	398360366	9659	11135	0	2534396	32274832
1481345347413134976	security_rijndael_e	1500	59	1.000000	0.809000	0.876000	592764862	397595519	9639	11105	0	2521427	32201125
1481345347923285174	security_rijndael_e	1500	59	1.000000	0.806000	0.872000	595500396	399442738	9682	11157	0	2541553	32363579
1481345348432930662	security_rijndael_e	1500	59	1.000000	0.811000	0.878000	592823512	397303807	9639	11112	0	2536292	32190545
1481345348943134652	security_rijndael_e	1500	59	1.000000	0.808000	0.875000	594178224	398522225	9657	11130	0	2536287	32272699
1481345349452595724	security_rijndael_e	1500	59	1.000000	0.807000	0.873000	593718858	397969367	9655	11126	0	2537236	32250989
1481345349963211922	security_rijndael_e	1500	59	1.000000	0.808000	0.875000	591333968	396460613	9598	11060	0	2528917	32120211
1481345350473444037	security_rijndael_e	1500	59	1.000000	0.808000	0.875000	596582948	400112325	9701	11178	0	2549902	32409120
1481345350983137567	security_rijndael_e	1500	59	1.000000	0.809000	0.876000	593522322	397990167	9654	11128	0	2526748	32252966
1481345351493424140	security_rijndael_e	1500	59	1.000000	0.807000	0.873000	596097829	399811101	9686	11164	0	2538414	32398934
1481345352003136712	security_rijndael_e	1500	59	1.000000	0.812000	0.879000	591718723	396722933	9620	11088	0	2528214	32147109
1481345352513380702	security_rijndael_e	1500	59	1.000000	0.806000	0.872000	592770120	397551962	9640	11112	0	2529875	32205436
1481345353023406066	security_rijndael_e	1500	59	1.000000	0.810000	0.877000	592209036	397154995	9626	11092	0	2532254	32171646
1481345353533641806	security_rijndael_e	1500	59	1.000000	0.811000	0.878000	594573661	398605683	9670	11144	0	2543799	32308417
1481345354043791045	security_rijndael_e	1500	59	1.000000	0.804000	0.870000	593947581	398240683	9649	11119	0	2540159	32278019
1481345354553515117	security_rijndael_e	1500	59	1.000000	0.811000	0.878000	592181190	397041384	9627	11094	0	2524339	32166113
1481345355063028897	security_rijndael_e	1500	59	1.000000	0.808000	0.875000	591530419	396511223	9613	11078	0	2524279	32124408
1481345355573323720	security_rijndael_e	1500	59	1.000000	0.808000	0.875000	592012060	396730886	9619	11090	0	2538210	32161918
1481345356083426418	security_rijndael_e	1500	59	1.000000	0.797000	0.863000	592152525	397136073	9628	11097	0	2524943	32173094
1481345356593786700	security_rijndael_e	1500	59	1.000000	0.816000	0.883000	595269728	399251805	9678	11154	0	2537398	32338268
1481345357103685689	security_rijndael_e	1500	59	1.000000	0.809000	0.876000	593717289	398116260	9656	11127	0	2530714	32273028
1481345357614231470	security_rijndael_e	1500	59	1.000000	0.810000	0.877000	593561202	398100985	9649	11120	0	2523124	32250401
1481345358123763667	security_rijndael_e	1500	59	1.000000	0.810000	0.877000	590716520	395989341	9598	11064	0	2515879	32088136
1481345358633997573	security_rijndael_e	1500	59	1.000000	0.805000	0.871000	594098141	398347385	9658	11129	0	2529374	32278857
1481345359143637312	security_rijndael_e	1500	59	1.000000	0.807000	0.873000	591972207	397077737	9629	11097	0	2513687	32168170
1481345359653235509	security_rijndael_e	1500	59	1.000000	0.808000	0.875000	592715664	397678610	9639	11110	0	2509475	32212362
1481345360163548498	security_rijndael_e	1500	59	1.000000	0.806000	0.872000	593255473	397839379	9647	11121	0	2524977	32241475
1481345360673927738	security_rijndael_e	1500	59	1.000000	0.809000	0.876000	595438969	399399750	9686	11164	0	2532375	32350299
1481345361183869269	security_rijndael_e	1500	59	1.000000	0.810000	0.877000	593175181	397786229	9643	11114	0	2523010	32239695
1481345361694217759	security_rijndael_e	1500	59	1.000000	0.813000	0.880000	594897773	399036051	9681	11161	0	2528022	32334105
1481345362204420957	security_rijndael_e	1500	59	1.000000	0.808000	0.875000	596701510	400649498	9714	11196	0	2536640	32463885
1481345362714795780	security_rijndael_e	1500	59	1.000000	0.812000	0.879000	593631266	398373338	9657	11130	0	2516959	32270150
1481345363224173810	security_rijndael_e	1500	59	1.000000	0.808000	0.874000	592732054	397674033	9642	11112	0	2516615	32229438
1481345363734524258	security_rijndael_e	1500	59	1.000000	0.807000	0.873000	593812778	398593354	9656	11128	0	2518406	32299238
1481345364244100371	security_rijndael_e	1500	59	1.000000	0.807000	0.873000	590850992	396248766	9603	11063	0	2502387	32115483
1481345364754283903	security_rijndael_e	1500	59	1.000000	0.806000	0.872000	592849241	397898934	9650	11123	0	2512547	32210129
1481345365263919808	security_rijndael_e	1500	59	1.000000	0.809000	0.876000	592830424	397621763	9641	11110	0	2512607	32209388
1481345365774223048	security_rijndael_e	1500	59	1.000000	0.805000	0.871000	594518971	398949579	9670	11144	0	2523976	32315525
1481345366283976495	security_rijndael_e	1500	59	1.000000	0.806000	0.872000	592773215	397444697	9632	11097	0	2514345	32198423
1481345366794124526	security_rijndael_e	1500	59	1.000000	0.805000	0.871000	593503627	398150326	9652	11127	0	2519580	32258321
1481345367304209348	security_rijndael_e	1500	59	1.000000	0.809000	0.876000	590162635	395707086	9593	11055	0	2504678	32067626
1481345368323163158	security_sha	1500	59	1.000000	0.552000	0.599000	751071103	924413267	38944	39075	0	3604833	70315482
1481345368832350437	security_sha	1500	59	1.000000	0.972000	1.052000	751051476	926331612	39028	39157	0	3606418	70278650
1481345369341310466	security_sha	1500	59	1.000000	0.973000	1.053000	751079309	925970903	39009	39139	0	3625558	70380599
1481345369850325620	security_sha	1500	59	1.000000	0.974000	1.054000	751028475	925227917	38978	39106	0	3649239	70255490
1481345370359282482	security_sha	1500	60	1.000000	0.973000	1.053000	751047860	926815235	39050	39178	0	3618880	70323144
1481345370868316636	security_sha	1500	60	1.000000	0.974000	1.054000	751036193	925517579	38990	39118	0	3614802	70283736
1481345371377378374	security_sha	1500	60	1.000000	0.973000	1.053000	751041432	925939318	39006	39136	0	3619415	70307302
1481345371886446861	security_sha	1500	60	1.000000	0.974000	1.054000	751058363	925866277	39006	39134	0	3613853	70324155
1481345372395431140	security_sha	1500	60	1.000000	0.974000	1.056000	750938189	926084682	39013	39144	0	3611647	70317502
1481345372904433711	security_sha	1500	60	1.000000	0.974000	1.056000	750926907	926578729	39035	39162	0	3612495	70344570
1481345373413421031	security_sha	1500	60	1.000000	0.974000	1.054000	750924314	927000605	39057	39186	0	3625340	70359486
1481345373922472185	security_sha	1500	60	1.000000	0.975000	1.055000	750929402	926421714	39027	39157	0	3626867	70344094
1481345374431477464	security_sha	1500	60	1.000000	0.975000	1.057000	750932244	926471546	39038	39165	0	3619362	70333555
1481345374940488701	security_sha	1500	60	1.000000	0.975000	1.055000	750914216	925867497	39006	39136	0	3615034	70280009
1481345375449456189	security_sha	1500	60	1.000000	0.975000	1.055000	751014680	926096678	39023	39150	0	3616838	70281291
1481345375958373009	security_sha	1500	60	1.000000	0.974000	1.056000	750933456	925215246	38972	39100	0	3623773	70246791
1481345376467431205	security_sha	1500	60	1.000000	0.974000	1.056000	750936341	925024337	38973	39102	0	3621584	70239972
1481345376976393734	security_sha	1500	60	1.000000	0.974000	1.056000	750928906	925092399	38971	39099	0	3632262	70251547
1481345377485415138	security_sha	1500	60	1.000000	0.974000	1.054000	750927346	926158739	39019	39147	0	3622095	70326054
1481345377994341541	security_sha	1500	60	1.000000	0.974000	1.054000	750932275	925717094	39002	39132	0	3629365	70264020
1481345378503426737	security_sha	1500	60	1.000000	0.974000	1.056000	750927173	924456872	38945	39072	0	3637450	70209460
1481345379012488808	security_sha	1500	60	1.000000	0.974000	1.054000	750924339	924919161	38965	39092	0	3632112	70214425
1481345379521449545	security_sha	1500	60	1.000000	0.974000	1.056000	751036241	924732276	38958	39085	0	3626558	70225493
1481345380030564032	security_sha	1500	60	1.000000	0.974000	1.056000	750917175	925423000	38993	39123	0	3634606	70282318
1481345380539635853	security_sha	1500	60	1.000000	0.974000	1.056000	750924113	925070311	38973	39102	0	3635326	70259113
1481345381048650340	security_sha	1500	60	1.000000	0.974000	1.056000	750921627	924955182	38961	39091	0	3632336	70257287
1481345381557727328	security_sha	1500	60	1.000000	0.974000	1.054000	750930648	925108635	38979	39107	0	3632899	70262429
1481345382066697523	security_sha	1500	60	1.000000	0.974000	1.056000	751032908	925151077	38975	39104	0	3637497	70256445
1481345382575716386	security_sha	1500	60	1.000000	0.974000	1.056000	750937092	924892050	38961	39088	0	3635360	70259569
1481345383084682581	security_sha	1500	60	1.000000	0.975000	1.055000	750935068	925499184	38993	39122	0	3635917	70266180
1481345383593686902	security_sha	1500	60	1.000000	0.973000	1.053000	751060204	925284452	38981	39112	0	3633959	70269981
1481345384102802848	security_sha	1500	60	1.000000	0.974000	1.056000	750928640	925810817	39006	39132	0	3643463	70304696
1481345384611733793	security_sha	1500	60	1.000000	0.974000	1.056000	750922367	924881709	38967	39096	0	3645277	70266765
1481345385120795780	security_sha	1500	60	1.000000	0.974000	1.056000	750915145	925266069	38977	39105	0	3630483	70284442
1481345385629925643	security_sha	1500	60	1.000000	0.974000	1.056000	750929688	925287304	38974	39103	0	3639141	70305833
1481345386138899963	security_sha	1500	60	1.000000	0.975000	1.057000	750921120	925337470	38990	39118	0	3639153	70257420
1481345386647880201	security_sha	1500	60	1.000000	0.975000	1.057000	750919517	925651479	38997	39126	0	3643959	70307807
1481345387156942646	security_sha	1500	60	1.000000	0.975000	1.057000	750922450	925665856	38998	39128	0	3663022	70309126
1481345387666088301	security_sha	1500	60	1.000000	0.975000	1.057000	751022194	925323046	38978	39106	0	3661137	70292654
1481345388175154246	security_sha	1500	60	1.000000	0.975000	1.057000	750923814	925054948	38972	39100	0	3666183	70264479
1481345388684099358	security_sha	1500	60	1.000000	0.975000	1.057000	750915897	925857626	39009	39138	0	3653088	70290600
1481345389193139471	security_sha	1500	60	1.000000	0.974000	1.054000	750954440	924347622	38936	39064	0	3663004	70235726
1481345389702195833	security_sha	1500	60	1.000000	0.974000	1.056000	750931216	924773463	38960	39088	0	3662362	70215490
1481345390211212904	security_sha	1500	60	1.000000	0.975000	1.057000	750910160	924295534	38939	39071	0	3661995	70213677
1481345390720175808	security_sha	1500	60	1.000000	0.974000	1.056000	750921637	924998877	38975	39106	0	3664175	70244423
1481345391229236670	security_sha	1500	60	1.000000	0.975000	1.057000	751111357	924206129	38929	39060	0	3657041	70244238
1481345391738239282	security_sha	1500	60	1.000000	0.975000	1.057000	750938384	925594463	38994	39125	0	3668824	70312432
1481345392247353520	security_sha	1500	60	1.000000	0.975000	1.057000	751053260	925894462	39013	39139	0	3668308	70322814
1481345392756360799	security_sha	1500	60	1.000000	0.975000	1.057000	503820281	733728563	8237	8871	5	5759060	96978070
1481345393265322952	telecom_adpcm_c	1500	60	1.000000	0.705000	0.764000	750944031	1243145492	116	224	0	9848658	181314701
1481345393774039689	telecom_adpcm_c	1500	60	1.000000	1.024000	1.111000	750906475	1352894189	115	224	0	6360242	194265664
1481345394283224093	telecom_adpcm_c	1500	60	1.000000	1.033000	1.120000	750913449	1290805538	117	226	0	8532174	186797540
1481345394791991372	telecom_adpcm_c	1500	60	1.000000	1.037000	1.125000	750897788	1359149640	117	226	0	6220808	195218223
1481345395300890484	telecom_adpcm_c	1500	60	1.000000	1.034000	1.121000	751027452	1280163297	118	228	0	8858479	185245295
1481345395809728429	telecom_adpcm_c	1500	60	1.000000	1.035000	1.122000	750920522	1301581565	116	226	0	8126741	188001994
1481345396318496749	telecom_adpcm_c	1500	60	1.000000	1.033000	1.120000	750912506	1253079698	117	226	0	9642280	181633625
1481345396827355320	telecom_adpcm_c	1500	60	1.000000	1.031000	1.118000	750903616	1215802215	115	224	0	10593541	178572228
1481345397336100306	telecom_adpcm_c	1500	60	1.000000	1.029000	1.116000	750919779	1170900275	117	226	0	11952512	174730551
1481345397844909877	telecom_adpcm_c	1500	60	1.000000	1.019000	1.105000	750912568	1344399318	115	224	0	6710330	193883276
1481345398353696572	telecom_adpcm_c	1500	60	1.000000	1.037000	1.125000	750917141	1251621841	116	224	0	9406666	183904916
1481345398862522684	telecom_adpcm_c	1500	60	1.000000	1.023000	1.109000	750915239	1341248865	117	226	0	6733480	193288893
1481345399371522963	telecom_adpcm_c	1500	60	1.000000	1.035000	1.122000	751182993	1283849473	116	226	0	8446061	186981071
1481345399880313116	telecom_adpcm_c	1500	60	1.000000	1.029000	1.116000	751024663	1299151781	117	226	0	8058946	188250660
1481345400389068686	telecom_adpcm_c	1500	60	1.000000	1.030000	1.117000	751024163	1211905581	117	226	0	10744241	177187129
1481345400897839798	telecom_adpcm_c	1500	60	1.000000	1.024000	1.111000	751018429	1234066904	115	224	0	10240229	179843959
1481345401407028952	telecom_adpcm_c	1500	59	1.000000	1.027000	1.114000	751095729	1256593052	117	226	0	9420966	182656537
1481345401915955231	telecom_adpcm_c	1500	59	1.000000	1.025000	1.112000	750917874	1265521039	115	224	0	8881358	185131674
1481345402424765510	telecom_adpcm_c	1500	59	1.000000	1.025000	1.112000	750929623	1195922203	119	230	0	11201490	176282105
1481345402933613247	telecom_adpcm_c	1500	59	1.000000	1.018000	1.104000	751117028	1214707026	117	228	0	10830203	177757251
1481345403442433067	telecom_adpcm_c	1500	59	1.000000	1.026000	1.113000	750904646	1212287033	114	222	0	10872953	178280959
1481345403951953389	telecom_adpcm_d	1500	58	1.000000	1.023000	1.109000	503804699	735201241	980	1605	5	8074592	108970450
1481345404461077876	telecom_adpcm_d	1500	59	1.000000	0.626000	0.680000	750939963	1098433818	112	220	0	14093506	159468000
1481345404969881613	telecom_adpcm_d	1500	58	1.000000	1.005000	1.090000	750915355	1179157411	113	222	0	11104085	168675598
1481345405478651600	telecom_adpcm_d	1500	58	1.000000	1.018000	1.104000	750910855	1249222302	113	222	0	7724826	177330582
1481345405987447378	telecom_adpcm_d	1500	58	1.000000	1.022000	1.108000	750910815	1206625605	113	222	0	9569114	172312492
1481345406496219657	telecom_adpcm_d	1500	58	1.000000	1.019000	1.105000	750907546	1149298421	113	222	0	12445583	164075652
1481345407004935852	telecom_adpcm_d	1500	58	1.000000	1.014000	1.100000	751119751	1201047697	114	224	0	9762029	169963323
1481345407513765214	telecom_adpcm_d	1500	58	1.000000	1.016000	1.102000	750917256	1251476795	115	224	0	7514234	177349638
1481345408022583909	telecom_adpcm_d	1500	58	1.000000	1.019000	1.106000	750899273	1213223767	113	222	0	9487353	172591626
1481345408531562438	telecom_adpcm_d	1500	58	1.000000	1.018000	1.105000	750908751	1127213132	112	220	0	13549074	161206104
1481345409040392633	telecom_adpcm_d	1500	58	1.000000	1.009000	1.095000	750908888	1185663711	113	222	0	10565334	169287776
1481345409549140036	telecom_adpcm_d	1500	58	1.000000	1.019000	1.106000	750911185	1159368420	113	222	0	11846449	165010702
1481345410057953398	telecom_adpcm_d	1500	58	1.000000	1.012000	1.099000	750906851	1155924033	113	222	0	12167464	164490982
1481345410566711760	telecom_adpcm_d	1500	57	1.000000	1.014000	1.101000	750917120	1160164766	113	222	0	11928252	165391124
1481345411075551580	telecom_adpcm_d	1500	57	1.000000	1.013000	1.100000	751096029	1103508878	114	224	0	13914674	159807878
1481345411584239775	telecom_adpcm_d	1500	57	1.000000	0.996000	1.081000	751018472	1063499038	113	222	0	15275393	156038838
1481345412093002429	telecom_adpcm_d	1500	57	1.000000	0.997000	1.081000	750946551	1092544758	113	222	0	13990977	159057514
1481345412601725249	telecom_adpcm_d	1500	57	1.000000	1.000000	1.086000	750907341	1235180245	113	222	0	8125173	174461107
1481345413110658653	telecom_adpcm_d	1500	57	1.000000	1.019000	1.106000	750907147	1214318469	112	220	0	9215929	172549106
1481345413619341723	telecom_adpcm_d	1500	57	1.000000	1.019000	1.106000	750905719	1100243562	113	222	0	13544594	160636392
1481345414128253001	telecom_adpcm_d	1500	57	1.000000	0.998000	1.082000	750910405	1166025558	113	222	0	11110917	166679991
1481345414636927738	telecom_adpcm_d	1500	57	1.000000	1.015000	1.102000	750902300	1235209294	115	224	0	8237721	173780872
1481345415145754808	telecom_adpcm_d	1500	57	1.000000	1.018000	1.105000	751029548	1170097405	114	224	0	10801392	168036938
1481345415654896296	telecom_adpcm_d	1500	57	1.000000	1.006000	1.092000	750907200	1183215139	113	222	0	10384036	170025498
1481345416163780491	telecom_adpcm_d	1500	57	1.000000	1.013000	1.100000	750909669	1210302043	113	222	0	9426771	173273443
1481345416672704228	telecom_adpcm_d	1500	57	1.000000	1.016000	1.103000	750905567	1147203633	113	222	0	12469795	164626253
1481345417181511923	telecom_adpcm_d	1500	57	1.000000	1.008000	1.094000	750912181	1119322265	113	222	0	13477915	161677404
1481345417690304785	telecom_adpcm_d	1500	57	1.000000	1.007000	1.093000	750918327	1137796798	113	222	0	13034631	163045298
1481345418199083731	telecom_adpcm_d	1500	57	1.000000	1.010000	1.096000	750907035	1141676540	112	220	0	12609701	164046641
1481345418707881676	telecom_adpcm_d	1500	57	1.000000	1.008000	1.094000	750899277	1148241506	113	222	0	12243140	165280685
1481345419216795413	telecom_adpcm_d	1500	57	1.000000	1.013000	1.100000	751008068	1202747830	114	224	0	9944866	171896374
1481345419725694900	telecom_adpcm_d	1500	57	1.000000	1.013000	1.100000	750908953	1151978127	113	222	0	11427229	166645251
1481345420234504553	telecom_adpcm_d	1500	57	1.000000	0.997000	1.082000	750915403	1077496915	113	222	0	14664374	157651830
1481345420743283249	telecom_adpcm_d	1500	57	1.000000	1.006000	1.092000	750890541	1124132617	113	222	0	13316518	162095129
1481345421252076402	telecom_adpcm_d	1500	57	1.000000	1.009000	1.095000	750901556	1132046362	113	222	0	13362145	162873244
1481345421760965264	telecom_adpcm_d	1500	57	1.000000	1.004000	1.090000	750996444	1100082810	113	222	0	14106514	159729760
1481345422269814834	telecom_adpcm_d	1500	57	1.000000	1.004000	1.090000	512059945	738904246	130	237	1	9444970	107459766
1481345422779541906	telecom_CRC32	1500	57	1.000000	1.006000	1.092000	740556024	171925354	1596	2223	4	161833	35221087
1481345423288663602	telecom_CRC32	1500	56	1.000000	0.601000	0.653000	750991882	170919234	775	884	0	55955	35060599
1481345423797544298	telecom_CRC32	1500	56	1.000000	0.736000	0.797000	750887865	170755360	770	879	0	68645	35029235
1481345424306394451	telecom_CRC32	1500	56	1.000000	0.736000	0.797000	750897883	170889506	775	884	0	52502	35055985
1481345424815212980	telecom_CRC32	1500	56	1.000000	0.735000	0.797000	750890214	170935811	775	884	0	48495	35064553
1481345425324008258	telecom_CRC32	1500	56	1.000000	0.735000	0.797000	750886993	170979382	774	883	0	52808	35073916
1481345425832912912	telecom_CRC32	1500	56	1.000000	0.735000	0.797000	750908398	170556022	774	883	0	92574	34985910
1481345426341642565	telecom_CRC32	1500	56	1.000000	0.735000	0.796000	750880175	170906024	775	884	0	54646	35059255
1481345426850549886	telecom_CRC32	1500	56	1.000000	0.735000	0.796000	750900372	170810663	770	879	0	66979	35039608
1481345427359301414	telecom_CRC32	1500	56	1.000000	0.735000	0.796000	750965066	170685701	773	882	0	80589	35009254
1481345427868157735	telecom_CRC32	1500	56	1.000000	0.735000	0.797000	750899854	170620193	773	881	0	88537	34997403
1481345428376921638	telecom_CRC32	1500	56	1.000000	0.735000	0.796000	750887722	170880294	775	884	0	56304	35049793
1481345428885721417	telecom_CRC32	1500	56	1.000000	0.735000	0.796000	750883488	170921643	774	883	0	57515	35060980
1481345429394492695	telecom_CRC32	1500	55	1.000000	0.735000	0.796000	750894672	170661817	770	879	0	80780	35006410
1481345429903642766	telecom_CRC32	1500	56	1.000000	0.735000	0.797000	750880296	170872552	775	884	0	55067	35050964
1481345430412616378	telecom_CRC32	1500	56	1.000000	0.735000	0.797000	750882289	170942013	775	885	0	50941	35066891
1481345430921449032	telecom_CRC32	1500	56	1.000000	0.735000	0.796000	750886351	170897701	775	884	0	53402	35055221
1481345431430318602	telecom_CRC32	1500	55	1.000000	0.734000	0.794000	751106439	170980848	777	888	0	56039	35074575
1481345431939098756	telecom_CRC32	1500	55	1.000000	0.735000	0.796000	750891920	170729076	774	883	0	71670	35023212
1481345432447911992	telecom_CRC32	1500	55	1.000000	0.735000	0.796000	750884932	170863092	769	877	0	64068	35049851
1481345432956644938	telecom_CRC32	1500	55	1.000000	0.735000	0.797000	750884884	170832297	775	884	0	60568	35045389
1481345433465467383	telecom_CRC32	1500	55	1.000000	0.735000	0.797000	750893857	170756537	774	883	0	70501	35028342
1481345433974276870	telecom_CRC32	1500	55	1.000000	0.735000	0.797000	750885491	170769244	773	881	0	65940	35029835
1481345434483167107	telecom_CRC32	1500	55	1.000000	0.735000	0.797000	751041897	170765878	777	888	0	71400	35030163
1481345434991966427	telecom_CRC32	1500	55	1.000000	0.735000	0.796000	751002192	170729032	776	887	0	77322	35020505
1481345435500848081	telecom_CRC32	1500	55	1.000000	0.735000	0.796000	751182827	170939816	773	885	0	56138	35064574
1481345436009653942	telecom_CRC32	1500	55	1.000000	0.735000	0.797000	750994545	170691445	776	887	0	77564	35014365
1481345436518521138	telecom_CRC32	1500	55	1.000000	0.735000	0.797000	750992103	170947913	777	888	0	51410	35067204
1481345437027750792	telecom_CRC32	1500	55	1.000000	0.735000	0.797000	750991602	170621757	776	887	0	88800	34998419
1481345437536568612	telecom_CRC32	1500	55	1.000000	0.735000	0.796000	750995316	170952152	774	883	0	54566	35069547
1481345438045404016	telecom_CRC32	1500	55	1.000000	0.735000	0.797000	750994127	170855131	773	884	0	64033	35049041
1481345438554234503	telecom_CRC32	1500	55	1.000000	0.735000	0.797000	750996971	170924028	776	887	0	53012	35063144
1481345439063088823	telecom_CRC32	1500	55	1.000000	0.735000	0.797000	751193070	170902777	778	890	0	56178	35055844
1481345439572056560	telecom_CRC32	1500	55	1.000000	0.735000	0.797000	751028174	170903545	777	888	0	57658	35058041
1481345440081058923	telecom_CRC32	1500	55	1.000000	0.735000	0.797000	751003993	170816893	776	887	0	60849	35038893
1481345440589934618	telecom_CRC32	1500	55	1.000000	0.734000	0.794000	750995034	170809608	777	888	0	68692	35038861
1481345441098792397	telecom_CRC32	1500	55	1.000000	0.735000	0.797000	751001553	170743255	771	882	0	77725	35025689
1481345441607611384	telecom_CRC32	1500	55	1.000000	0.735000	0.797000	750988587	170810577	777	888	0	66668	35038777
1481345442116380037	telecom_CRC32	1500	55	1.000000	0.735000	0.796000	751047538	170700680	776	887	0	83702	35014895
1481345442625175982	telecom_CRC32	1500	55	1.000000	0.735000	0.797000	750918495	170933261	775	885	0	58151	35063476
1481345443134054594	telecom_CRC32	1500	55	1.000000	0.735000	0.797000	750910061	170934400	777	888	0	50415	35063672
1481345443642895790	telecom_CRC32	1500	55	1.000000	0.735000	0.797000	750935115	170728434	776	887	0	78724	35017072
1481345444151930193	telecom_CRC32	1500	55	1.000000	0.735000	0.797000	750920112	170845582	773	884	0	54722	35043742
1481345444660923972	telecom_CRC32	1500	55	1.000000	0.734000	0.794000	750902596	170892462	776	887	0	62029	35053159
1481345445169776626	telecom_CRC32	1500	55	1.000000	0.735000	0.797000	751037441	170927237	777	888	0	52974	35060618
1481345445678690738	telecom_CRC32	1500	55	1.000000	0.735000	0.797000	751029400	170834252	776	887	0	72840	35042233
1481345446187557517	telecom_CRC32	1500	55	1.000000	0.735000	0.797000	751022131	170887213	776	886	0	54216	35055952
1481345446696317045	telecom_CRC32	1500	55	1.000000	0.735000	0.797000	751144521	170808366	777	889	0	77686	35034470
1481345447205166657	telecom_CRC32	1500	55	1.000000	0.735000	0.797000	751024292	170928981	773	884	0	52138	35063937
1481345447713971311	telecom_CRC32	1500	55	1.000000	0.735000	0.797000	751034111	170748587	774	883	0	81277	35024075
1481345448222850798	telecom_CRC32	1500	55	1.000000	0.735000	0.796000	751021832	170927031	777	888	0	52175	35062344
1481345448731669410	telecom_CRC32	1500	55	1.000000	0.735000	0.797000	751010388	170928237	776	887	0	61415	35059838
1481345449240567813	telecom_CRC32	1500	55	1.000000	0.734000	0.796000	751026993	170917784	777	888	0	49430	35060974
1481345449749423759	telecom_CRC32	1500	55	1.000000	0.734000	0.794000	751006627	170756843	776	887	0	76902	35025259
1481345450258373996	telecom_CRC32	1500	55	1.000000	0.734000	0.794000	751028676	170923219	773	885	0	53607	35060047
1481345450767290066	telecom_CRC32	1500	55	1.000000	0.735000	0.797000	751002472	170726886	775	885	0	79347	35019254
1481345451276305012	telecom_CRC32	1500	55	1.000000	0.735000	0.797000	751011213	170853045	777	888	0	60534	35046656
1481345451785143790	telecom_CRC32	1500	55	1.000000	0.735000	0.797000	751000031	170839857	776	887	0	70995	35042502
1481345452294019236	telecom_CRC32	1500	55	1.000000	0.735000	0.797000	751081099	170911714	775	884	0	62483	35060019
1481345452802922223	telecom_CRC32	1500	55	1.000000	0.734000	0.794000	750913137	170818422	772	883	0	64753	35040316
1481345453311736376	telecom_CRC32	1500	55	1.000000	0.734000	0.796000	750905074	170820719	777	888	0	64544	35040479
1481345453820680905	telecom_CRC32	1500	55	1.000000	0.735000	0.797000	751089070	171056566	778	890	0	50227	35090187
1481345454329703226	telecom_CRC32	1500	55	1.000000	0.735000	0.797000	750855788	170754907	776	887	0	66879	35029153
1481345454838637005	telecom_CRC32	1500	55	1.000000	0.735000	0.797000	751000632	170774387	777	888	0	62760	35029761
1481345455347558908	telecom_CRC32	1500	55	1.000000	0.735000	0.797000	751002068	170826669	772	883	0	59205	35043191
1481345455856374687	telecom_CRC32	1500	55	1.000000	0.735000	0.797000	750983801	170927997	777	888	0	51000	35064675
1481345456365247507	telecom_CRC32	1500	55	1.000000	0.735000	0.797000	750987755	170761265	776	887	0	73941	35028268
1481345456874052411	telecom_CRC32	1500	55	1.000000	0.735000	0.797000	750994853	170793491	774	883	0	74620	35032391
1481345457382912190	telecom_CRC32	1500	55	1.000000	0.734000	0.794000	751006927	170944253	777	888	0	61396	35067109
1481345457891685843	telecom_CRC32	1500	55	1.000000	0.734000	0.794000	751175625	170951461	777	889	0	61297	35060230
1481345458400551497	telecom_CRC32	1500	55	1.000000	0.734000	0.794000	750998543	170732363	772	883	0	70487	35022138
1481345458909360109	telecom_CRC32	1500	55	1.000000	0.735000	0.796000	750995432	170937330	777	888	0	52068	35066255
1481345459418182220	telecom_CRC32	1500	55	1.000000	0.735000	0.797000	750997412	170954289	777	888	0	54163	35070413
1481345459927032916	telecom_CRC32	1500	55	1.000000	0.735000	0.797000	751038296	170859064	776	887	0	59711	35048942
1481345460435994070	telecom_CRC32	1500	55	1.000000	0.735000	0.796000	750998956	170804548	777	888	0	73583	35035474
1481345460944832640	telecom_CRC32	1500	55	1.000000	0.735000	0.797000	750997381	170682792	775	886	0	75917	35010910
1481345461453661585	telecom_CRC32	1500	55	1.000000	0.735000	0.797000	751093467	170864727	774	886	0	61199	35048728
1481345461962530530	telecom_CRC32	1500	55	1.000000	0.735000	0.796000	751106393	170750410	774	883	0	78534	35027971
1481345462471387726	telecom_CRC32	1500	55	1.000000	0.735000	0.797000	750915603	170959609	777	888	0	50300	35069396
1481345462980239088	telecom_CRC32	1500	55	1.000000	0.735000	0.797000	750922777	170834471	775	885	0	58805	35045142
1481345463489030241	telecom_CRC32	1500	55	1.000000	0.735000	0.797000	750921920	170916453	777	888	0	52602	35059919
1481345463997897270	telecom_CRC32	1500	55	1.000000	0.735000	0.797000	750927856	170761721	772	883	0	67229	35028456
1481345464506676757	telecom_CRC32	1500	55	1.000000	0.735000	0.796000	750941094	170763687	776	887	0	71432	35027713
